Timestamp,Source MAC,Destination MAC,Packet Length,Source IP,Destination IP,Protocol,Source Port,Destination Port
1734260461.165277,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1033.0,53.0
1734260519.034554,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260519.034798,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1030.0,53.0
1734260520.102509,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260520.102753,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1026.0,53.0
1734260521.170515,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260521.170768,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1038.0,53.0
1734260524.040500,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260579.039248,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260579.039574,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1034.0,53.0
1734260580.130976,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260580.131195,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1039.0,53.0
1734260581.198988,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260581.199320,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1034.0,53.0
1734260610.868562,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,317,0.0.0.0,255.255.255.255,17.0,68.0,67.0
1734260611.003159,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,329,0.0.0.0,255.255.255.255,17.0,68.0,67.0
1734260639.039442,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260639.039957,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1034.0,53.0
1734260639.102883,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734260639.103225,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260639.159963,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260639.161692,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,113,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260639.419221,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260640.219774,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,97,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260640.277217,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,88,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260640.339190,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,86,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260640.599345,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260641.048340,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260641.339269,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260641.795529,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260644.120651,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260656.340692,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260656.598340,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260671.340744,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260671.598988,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260686.340836,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260686.598719,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260691.400522,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260701.340962,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260701.600075,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260716.342014,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260716.599391,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260731.342215,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260731.599338,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260736.440609,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260746.346075,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260746.784650,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260761.347318,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260761.605578,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260776.347535,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260776.605290,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260781.480507,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260791.348566,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260791.608654,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260806.349682,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260806.607383,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260821.350794,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260821.607821,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260826.440276,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260836.351910,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260836.608451,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260851.354842,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260851.670248,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260866.356116,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260866.613281,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260871.480489,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260881.356319,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260881.614614,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260896.356405,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260896.614742,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260901.480490,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260911.371506,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260911.628011,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260926.371679,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260926.628446,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260931.480507,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260941.371776,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260941.631616,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260956.382613,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260956.660486,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260961.480537,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734260971.384884,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260971.641992,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260986.385105,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260986.642804,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734260991.480520,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734261001.385169,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261001.642432,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261016.386223,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261016.644583,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261021.480507,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734261031.387337,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261031.644310,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261040.010617,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734261040.010834,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,80,192.168.1.157,192.168.1.1,17.0,1026.0,53.0
1734261040.073858,9c:9c:1f:0c:88:68,ff:ff:ff:ff:ff:ff,60,,,,,
1734261040.074199,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.129172,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.130465,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.130664,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.130984,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,110,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.131200,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,63,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.132415,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.132636,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.132880,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,74,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.133139,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.134322,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,64,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.134539,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.134749,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,61,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.135007,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.135215,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,64,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.136395,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.136614,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.136873,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.137083,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.574748,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261040.775594,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261040.776019,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261041.616820,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261042.541368,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1050.0,80.0
1734261046.387555,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261046.645657,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261051.480476,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734261061.399380,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261061.658511,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261061.863691,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261076.400746,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261076.658242,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261081.480464,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734261091.400804,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261091.658663,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261106.401822,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261106.673242,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261111.480481,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734261121.402958,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261121.660839,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261136.421162,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261136.679046,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261136.679929,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261141.480559,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
1734261151.422122,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261151.679990,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261166.406086,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261166.695574,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1049.0,1883.0
1734261171.480481,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,,,,,
